,x,x0
0,0.044588660918556636,1.6929887887090307
1,0.12085166330207615,0.6729887887090311
2,0.09196044516040697,2.102988788709031
3,0.15317760637813252,1.5029887887090307
4,0.12672646230090417,0.6829887887090309
5,0.12080428794276803,0.6929887887090309
6,0.09872186565598935,1.8529887887090308
7,0.10521838749140817,0.7929887887090309
8,0.09772671539085499,2.2129887887090307
9,0.09788242878310052,1.6729887887090307
10,0.14278268021945098,1.8429887887090306
11,0.10797772084796223,1.5129887887090305
12,0.16372302068842132,1.8229887887090306
13,0.08878518675761195,0.8229887887090309
14,0.040721083892161204,0.6129887887090311
15,0.17562791052040472,1.5529887887090306
16,0.1171685193328903,1.4129887887090309
17,0.094219073192591,1.5129887887090305
18,0.07428676132966851,2.2129887887090307
19,0.24659349276006332,1.5129887887090305
20,0.14101087295244474,1.1629887887090309
21,0.136845180045763,1.4629887887090307
22,0.17503786579762384,1.1029887887090308
23,0.06454137034558467,1.3529887887090308
24,0.1085512927369901,1.9729887887090305
25,0.10906331225207917,1.6329887887090306
26,0.0874597037212439,1.8129887887090308
27,0.12147698921218107,1.4829887887090307
28,0.0348714809681352,2.5029887887090307
29,0.06313919325678502,1.2329887887090307
30,0.07162942101153033,0.7829887887090309
31,0.08653385669648325,1.4829887887090307
32,0.08436939405242452,2.162988788709031
33,0.07905491785729908,0.6229887887090308
34,0.2490533176877579,2.1729887887090307
35,0.028933680885636477,2.4929887887090305
36,0.06648586187074904,1.4329887887090305
37,0.05977731687364041,1.6929887887090307
38,0.2541594779413172,2.0029887887090307
39,0.08249617687656322,1.1429887887090309
40,0.05273075378165304,1.5529887887090306
41,0.06783249823944548,1.7129887887090307
42,0.09674776426202288,2.4529887887090305
43,0.06018061036416286,2.332988788709031
44,0.06152705491058321,1.9429887887090307
45,0.04042660350124786,1.2529887887090307
46,0.06376313048304373,1.0229887887090308
47,0.14904735681211043,1.1129887887090308
48,0.06969801174016868,2.372988788709031
49,0.07762239297815242,1.8929887887090309
50,0.0,0.5829887887090308
51,0.0,1.1129887887090308
52,0.0,0.552988788709031
53,0.0036448415281120743,0.8029887887090309
54,3.2905025012569256e-06,1.9329887887090305
55,0.0,0.7129887887090309
56,0.0,1.5129887887090305
57,0.0,0.572988788709031
58,0.0,1.0429887887090308
59,0.0,2.3229887887090306
60,0.0,0.9429887887090309
61,0.0,2.2729887887090308
62,3.470457619933203e-06,0.8029887887090309
63,0.0,2.4429887887090307
64,0.0,1.9729887887090305
65,0.0,1.1429887887090309
66,0.0,0.592988788709031
67,0.0,2.2029887887090305
68,5.095696285273511e-05,1.6329887887090306
69,3.1938750601378726e-06,1.0829887887090308
70,0.0,1.8529887887090308
71,0.0,0.9029887887090309
72,1.0942619761085413e-05,0.7129887887090309
73,0.0,1.7029887887090305
74,0.0,1.4129887887090309
75,0.0,1.5229887887090308
76,0.0,0.6229887887090308
77,0.0,0.5629887887090308
78,0.0,2.142988788709031
79,0.0,2.4429887887090307
80,0.0,1.7729887887090308
81,0.0,2.4029887887090307
82,0.0,1.3329887887090308
83,0.0,1.7029887887090305
84,0.0,1.0829887887090308
85,0.0,0.592988788709031
86,0.0,2.062988788709031
87,0.0,1.1129887887090308
88,0.0,1.182988788709031
89,0.0,1.5629887887090308
90,0.0,1.7629887887090305
91,0.0,1.1429887887090309
92,0.0,2.4029887887090307
93,0.0,2.2329887887090307
94,0.0,2.2229887887090305
95,0.0,1.3629887887090306
96,0.0,1.5329887887090305
97,0.0,1.5029887887090307
98,0.0,0.7029887887090309
99,0.0,0.5829887887090308
100,0.0,0.6329887887090311
101,1.0,0.5429887887090308
102,0.8393062196009803,0.5429887887090308
103,0.16069378046414015,0.6229887887090308
104,0.0,0.5829887887090308
105,0.5566690611477887,0.6329887887090311
106,0.4353097035293946,0.6129887887090311
107,0.0080212353626818,0.572988788709031
108,1.0,0.5829887887090308
